product_name,title,stars,body
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),After an year of usage,4.0,"The cable for this product comes with a rubber kinda laminated upon, it feels durable for a long time, it survived hitting a ceiling fan accidentally. But the problem comes with the earpiece, you'll find a net protecting the speaker which comes loose and can get damaged, it happened with me, would be better if it is built with plastic. Sound quality is amazing , noise cancellation done well, bass quality is fair for what Boat takes, i am also using JBL 650btnc, a premium headphone priced 10k. For my regular use, Boat gets on me more than JBL."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),A good product if it works,1.0,"I was a boat fan untill this purchase .you should be lucky to enjoy this ""quality product"" .I was not lucky enough bcoz my product stopped work within two Weeks. mailing them again and again ,they respond once and said their courier partner rejected .Now I'm listening music directly from my phone speaker while I'm typing this and looking at that new box ( couldn't even get the taste 😐)"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worth the price,4.0,"Its Good for the price.Build Quality : 3/5Comfort : 3/5 , the rubber Thingy along with the ear dips are not very confortableLooks 4/5, colour is very niceSound:-Clearity: 3.5/5Bass: 2/5Treble: 4/5,  its too high in higher volumesCall Quality: 5/5, mic is good and clear calls are expected.  Overall and very good value for money product."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),One earbud is missing when I recieved this product,4.0,"When I was received this product, one eartip was missing. But I have another pair of eartips(not in the box included I used) I have to my broken earphones That I used it to this earphones.Now it is fine and usable. It's not that much problem to worry about it. But audio quality was extraordinary. Bass and audio is louder than I expected. I will recommend it if anybody asked me which headset i would buy. It is value for money earphones."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not worth the price,3.0,"I'm writing this review after 6 months of usage.Initially I was ok but slowly i started facing problems.1) The wire entangles a lot. Since the wire is not slippery material it becomes difficult to straighten it up.2) The silicon holders come out easily. but its somehow locked in the earpiece so it wont fall off and lost so its a smaller problem3) The silicone caps come out easily. I lot it couple of times, luckily find it out and now being extra careful. Few times it was left in my ear itself. Funny.4) the buttons on the mouth piece are pretty hard and clunky.Although its not all hopeless stuffSound quality is satisfactory, Bass is good"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Best earphones, amazing bass and sound quality!",5.0,"This is one of the best earphone purchases made by me. It has an amazing sound and bass quality, fits well into my ear and has good noise cancellation. I always find trouble finding good earphones because most of them do not fit into my ear and falls off. This one has a good design and fits well into the ear, the build quality is very good. The mic works very well too. My voice was heard clearly on the other side during calls. It works well on both mobile and laptop. The price is also extremely reasonable for this quality. I would 100% recommend to buy this headset."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst experience 😪,1.0,Was good for 1 weekAfter a week some loose connection problems in the jackReturned the product but not refunded stillDaily we are calling to boatThey're telling we will send u new product within a weekBut it's about 1 month after returning the productWorst
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),It's okay,3.0,"Just got it. Listened some old Kishore Kumar songs. Not impressed. Probably the right thing what ₹399 can get. MRP is ₹1,490 which is surely a marketing tact. Comes with a pair of extra buds and a carrying pouch and a clip. It's too early to comment on it's IPX4 water resistance. For sub ₹500 it's okay.1st edit: it tangles."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Don't expect too much,4.0,Pros :• Good fit and light weight.• Satisfactory build quality.• Good Bass and sound profile.• Decent length.Cons :• In line remote's play-pause button malfunctions sometimes i.e takes too long to respond or triggers google assistant.• Vocals in music are not very clear. Don't expect exceptional sound quality.Conclusion : Buy in sales at ₹399 or less otherwise not recommended at ₹500+. Other option is Realme buds 2.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not recommended but read the review to find out if you like them,3.0,"Good earphones if you want heavy bass. The mic is excellent and the fins don't hurt your ears as I thought they would. They also have a 1 year warranty so that's nice.BUT: As is with a lot of boAt products, they have durability issues. The thin wire on the earbuds is easy to wear out and within 6 months of usage I have managed to screw up the right earbud. I use them a bit roughly like anyone using them for casual listening and various locations would."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best but due to my issue not,2.0,"When I attach this earphones sometimes it's not show in icon bar, and when I play game Like Call of duty mobile, from this earphone beep sound continuously comes my friend get irritated with this, I have test this earphone in various phone same issue detected, now I can not replace earphone,But listening music good watching videos good but  when I play games and try to chat with friends this issue comes Permanently, when I use different earphone every thing is ok I think it's cause of defective mike inside earphone."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Must Buy , Value For Money",5.0,"The media could not be loaded.
                




   Super product , value for money And best product to buy for this valueMust buy ..Super Bass.Large cord.Nice looking.Easy to carry.Best in Budget.Clear audio. And can be used for calls.Super product for gamers"
